GeneID	Chr	Start	End	Strand	Length	GeneSymbol	EnsID	EnsID_short
ENSMUSG00000035824.7_Tk2	chr8	104226685	104248558	-	3571	Tk2	ENSMUSG00000035824.7	ENSMUSG00000035824
ENSMUSG00000054400.16_Cklf	chr8	104250861	104264938	+	6124	Cklf	ENSMUSG00000054400.16	ENSMUSG00000054400
ENSMUSG00000074127.6_Cmtm2a	chr8	104281042	104293178	-	1272	Cmtm2a	ENSMUSG00000074127.6	ENSMUSG00000074127
ENSMUSG00000031876.17_Gm45711	chr8	104281347	104310054	-	1706	Gm45711	ENSMUSG00000031876.17	ENSMUSG00000031876
ENSMUSG00000110430.1_Cmtm1	chr8	104292923	104310145	-	2013	Cmtm1	ENSMUSG00000110430.1	ENSMUSG00000110430
ENSMUSG00000035785.6_Cmtm2b	chr8	104322230	104330762	+	880	Cmtm2b	ENSMUSG00000035785.6	ENSMUSG00000035785
ENSMUSG00000031875.7_Cmtm3	chr8	104339410	104346950	+	2986	Cmtm3	ENSMUSG00000031875.7	ENSMUSG00000031875
ENSMUSG00000096188.1_Cmtm4	chr8	104348191	104395807	-	7734	Cmtm4	ENSMUSG00000096188.1	ENSMUSG00000096188
ENSMUSG00000035770.8_Dync1li2	chr8	104417680	104443047	-	6000	Dync1li2	ENSMUSG00000035770.8	ENSMUSG00000035770
ENSMUSG00000052616.10_Terb1	chr8	104446719	104509887	-	3749	Terb1	ENSMUSG00000052616.10	ENSMUSG00000052616
ENSMUSG00000031878.18_Nae1	chr8	104511028	104534636	-	8201	Nae1	ENSMUSG00000031878.18	ENSMUSG00000031878
ENSMUSG00000031883.13_Car7	chr8	104534689	104550343	+	3637	Car7	ENSMUSG00000031883.13	ENSMUSG00000031883
ENSMUSG00000048371.8_Pdp2	chr8	104591451	104599026	+	5692	Pdp2	ENSMUSG00000048371.8	ENSMUSG00000048371
ENSMUSG00000031881.6_Cdh16	chr8	104601911	104624345	-	3792	Cdh16	ENSMUSG00000031881.6	ENSMUSG00000031881
ENSMUSG00000031880.7_Rrad	chr8	104628070	104631240	-	1577	Rrad	ENSMUSG00000031880.7	ENSMUSG00000031880
ENSMUSG00000031879.14_Fam96b	chr8	104639838	104641965	-	1076	Fam96b	ENSMUSG00000031879.14	ENSMUSG00000031879
ENSMUSG00000055730.16_Ces2a	chr8	104734003	104741630	+	2359	Ces2a	ENSMUSG00000055730.16	ENSMUSG00000055730
ENSMUSG00000050097.6_Ces2b	chr8	104831572	104840093	+	3408	Ces2b	ENSMUSG00000050097.6	ENSMUSG00000050097
ENSMUSG00000061825.10_Ces2c	chr8	104847068	104854483	+	2298	Ces2c	ENSMUSG00000061825.10	ENSMUSG00000061825
ENSMUSG00000031886.14_Ces2e	chr8	104926260	104934668	+	2699	Ces2e	ENSMUSG00000031886.14	ENSMUSG00000031886
ENSMUSG00000062826.7_Ces2f	chr8	104947356	104960047	+	4925	Ces2f	ENSMUSG00000062826.7	ENSMUSG00000062826
ENSMUSG00000031877.9_Ces2g	chr8	104961718	104969537	+	3574	Ces2g	ENSMUSG00000031877.9	ENSMUSG00000031877
ENSMUSG00000091813.4_Ces2h	chr8	105000853	105021178	+	2445	Ces2h	ENSMUSG00000091813.4	ENSMUSG00000091813
ENSMUSG00000069922.12_Ces3a	chr8	105048601	105058413	+	2627	Ces3a	ENSMUSG00000069922.12	ENSMUSG00000069922
ENSMUSG00000062181.14_Ces3b	chr8	105083753	105093929	+	2565	Ces3b	ENSMUSG00000062181.14	ENSMUSG00000062181
ENSMUSG00000060560.8_Ces4a	chr8	105131800	105150109	+	2433	Ces4a	ENSMUSG00000060560.8	ENSMUSG00000060560
ENSMUSG00000031885.14_Cbfb	chr8	105170674	105217989	+	3480	Cbfb	ENSMUSG00000031885.14	ENSMUSG00000031885
ENSMUSG00000031889.9_D230025D16Rik	chr8	105225145	105253053	+	4704	D230025D16Rik	ENSMUSG00000031889.9	ENSMUSG00000031889
ENSMUSG00000069920.10_B3gnt9	chr8	105252638	105255151	-	2516	B3gnt9	ENSMUSG00000069920.10	ENSMUSG00000069920
ENSMUSG00000031887.13_Tradd	chr8	105258286	105264609	-	1866	Tradd	ENSMUSG00000031887.13	ENSMUSG00000031887
ENSMUSG00000033313.11_Fbxl8	chr8	105264648	105269170	+	2103	Fbxl8	ENSMUSG00000033313.11	ENSMUSG00000033313
ENSMUSG00000033249.10_Hsf4	chr8	105269801	105275686	+	1753	Hsf4	ENSMUSG00000033249.10	ENSMUSG00000033249
ENSMUSG00000014776.7_Nol3	chr8	105276140	105281939	+	3176	Nol3	ENSMUSG00000014776.7	ENSMUSG00000014776
ENSMUSG00000014837.15_4931428F04Rik	chr8	105280409	105289864	-	4045	4931428F04Rik	ENSMUSG00000014837.15	ENSMUSG00000014837
ENSMUSG00000043251.6_Exoc3l	chr8	105289924	105296098	-	3693	Exoc3l	ENSMUSG00000043251.6	ENSMUSG00000043251
ENSMUSG00000014859.9_E2f4	chr8	105297663	105305370	+	2452	E2f4	ENSMUSG00000014859.9	ENSMUSG00000014859
ENSMUSG00000014791.10_Elmo3	chr8	105305601	105309977	+	3485	Elmo3	ENSMUSG00000014791.10	ENSMUSG00000014791
ENSMUSG00000041679.9_Lrrc29	chr8	105312265	105326278	-	3958	Lrrc29	ENSMUSG00000041679.9	ENSMUSG00000041679
ENSMUSG00000014856.12_Tmem208	chr8	105326354	105335219	+	1511	Tmem208	ENSMUSG00000014856.12	ENSMUSG00000014856
ENSMUSG00000014778.10_Fhod1	chr8	105329163	105347909	-	4666	Fhod1	ENSMUSG00000014778.10	ENSMUSG00000014778
ENSMUSG00000014786.8_Slc9a5	chr8	105348843	105368743	+	5240	Slc9a5	ENSMUSG00000014786.8	ENSMUSG00000014786
ENSMUSG00000014782.16_Plekhg4	chr8	105373274	105382241	+	5478	Plekhg4	ENSMUSG00000014782.16	ENSMUSG00000014782
ENSMUSG00000051648.13_Kctd19	chr8	105382807	105413502	-	3048	Kctd19	ENSMUSG00000051648.13	ENSMUSG00000051648
ENSMUSG00000054320.16_Lrrc36	chr8	105413571	105464079	+	2549	Lrrc36	ENSMUSG00000054320.16	ENSMUSG00000054320
ENSMUSG00000014846.12_Tppp3	chr8	105467493	105471526	-	1848	Tppp3	ENSMUSG00000014846.12	ENSMUSG00000014846
ENSMUSG00000039199.6_Zdhhc1	chr8	105472423	105496870	-	4219	Zdhhc1	ENSMUSG00000039199.6	ENSMUSG00000039199
ENSMUSG00000031891.6_Hsd11b2	chr8	105518755	105523988	+	1840	Hsd11b2	ENSMUSG00000031891.6	ENSMUSG00000031891
ENSMUSG00000013160.7_Atp6v0d1	chr8	105524465	105566047	-	1793	Atp6v0d1	ENSMUSG00000013160.7	ENSMUSG00000013160
ENSMUSG00000005705.10_Agrp	chr8	105566698	105637393	-	1013	Agrp	ENSMUSG00000005705.10	ENSMUSG00000005705
ENSMUSG00000038604.9_Fam65a	chr8	105605255	105622219	+	4108	Fam65a	ENSMUSG00000038604.9	ENSMUSG00000038604
ENSMUSG00000005698.15_Ctcf	chr8	105636568	105681647	+	4860	Ctcf	ENSMUSG00000005698.15	ENSMUSG00000005698
ENSMUSG00000050357.9_Carmil2	chr8	105686274	105698143	+	5487	Carmil2	ENSMUSG00000050357.9	ENSMUSG00000050357
ENSMUSG00000038000.10_Acd	chr8	105695860	105701085	-	3625	Acd	ENSMUSG00000038000.10	ENSMUSG00000038000
ENSMUSG00000005699.16_Pard6a	chr8	105701148	105703490	+	1582	Pard6a	ENSMUSG00000005699.16	ENSMUSG00000005699
ENSMUSG00000013155.10_Enkd1	chr8	105703651	105708210	-	3659	Enkd1	ENSMUSG00000013155.10	ENSMUSG00000013155
ENSMUSG00000013158.6_4933405L10Rik	chr8	105707655	105710168	+	1487	4933405L10Rik	ENSMUSG00000013158.6	ENSMUSG00000013158
ENSMUSG00000013150.15_Gfod2	chr8	105713854	105758630	-	4608	Gfod2	ENSMUSG00000013150.15	ENSMUSG00000013150
ENSMUSG00000037415.6_Ranbp10	chr8	105768308	105827350	-	6313	Ranbp10	ENSMUSG00000037415.6	ENSMUSG00000037415
ENSMUSG00000031893.7_Tsnaxip1	chr8	105827731	105844680	+	2227	Tsnaxip1	ENSMUSG00000031893.7	ENSMUSG00000031893
ENSMUSG00000036672.5_Cenpt	chr8	105844673	105853278	-	3646	Cenpt	ENSMUSG00000036672.5	ENSMUSG00000036672
ENSMUSG00000036442.8_Thap11	chr8	105855132	105856950	+	1819	Thap11	ENSMUSG00000036442.8	ENSMUSG00000036442
ENSMUSG00000008450.8_Nutf2	chr8	105860580	105879330	+	2034	Nutf2	ENSMUSG00000008450.8	ENSMUSG00000008450
ENSMUSG00000036270.16_Edc4	chr8	105880881	105894908	+	5497	Edc4	ENSMUSG00000036270.16	ENSMUSG00000036270
ENSMUSG00000044287.6_Nrn1l	chr8	105893567	105895017	+	617	Nrn1l	ENSMUSG00000044287.6	ENSMUSG00000044287
ENSMUSG00000048310.8_Pskh1	chr8	105900441	105931778	+	3255	Pskh1	ENSMUSG00000048310.8	ENSMUSG00000048310
ENSMUSG00000031896.7_Ctrl	chr8	105932003	105933862	-	1156	Ctrl	ENSMUSG00000031896.7	ENSMUSG00000031896
ENSMUSG00000031897.9_Psmb10	chr8	105935735	105938444	-	1705	Psmb10	ENSMUSG00000031897.9	ENSMUSG00000031897
ENSMUSG00000035237.7_Lcat	chr8	105939551	105943382	-	1342	Lcat	ENSMUSG00000035237.7	ENSMUSG00000035237
ENSMUSG00000017765.17_Slc12a4	chr8	105943590	105966044	-	4279	Slc12a4	ENSMUSG00000017765.17	ENSMUSG00000017765
ENSMUSG00000031898.9_Dpep3	chr8	105973513	105979429	-	1698	Dpep3	ENSMUSG00000031898.9	ENSMUSG00000031898
ENSMUSG00000053687.14_Dpep2	chr8	105984944	105996423	-	4540	Dpep2	ENSMUSG00000053687.14	ENSMUSG00000053687
ENSMUSG00000031901.12_Dus2	chr8	105991337	106053819	+	3367	Dus2	ENSMUSG00000031901.12	ENSMUSG00000031901
ENSMUSG00000045538.6_Ddx28	chr8	106009621	106011882	-	2262	Ddx28	ENSMUSG00000045538.6	ENSMUSG00000045538
ENSMUSG00000031902.10_Nfatc3	chr8	106058840	106128042	+	11726	Nfatc3	ENSMUSG00000031902.10	ENSMUSG00000031902
ENSMUSG00000084128.10_Esrp2	chr8	106130319	106136974	-	4340	Esrp2	ENSMUSG00000084128.10	ENSMUSG00000084128
ENSMUSG00000031903.7_Pla2g15	chr8	106150399	106164712	+	3013	Pla2g15	ENSMUSG00000031903.7	ENSMUSG00000031903
ENSMUSG00000031904.5_Slc7a6	chr8	106168857	106198706	+	4570	Slc7a6	ENSMUSG00000031904.5	ENSMUSG00000031904
ENSMUSG00000033106.6_Slc7a6os	chr8	106200717	106210935	-	4220	Slc7a6os	ENSMUSG00000033106.6	ENSMUSG00000033106
ENSMUSG00000060098.11_Prmt7	chr8	106210936	106252794	+	6125	Prmt7	ENSMUSG00000060098.11	ENSMUSG00000060098
ENSMUSG00000031906.9_Smpd3	chr8	106252548	106337988	-	5232	Smpd3	ENSMUSG00000031906.9	ENSMUSG00000031906
ENSMUSG00000031907.9_Zfp90	chr8	106415327	106426598	+	7823	Zfp90	ENSMUSG00000031907.9	ENSMUSG00000031907
ENSMUSG00000054069.7_6030452D12Rik	chr8	106500522	106507342	+	669	6030452D12Rik	ENSMUSG00000054069.7	ENSMUSG00000054069
ENSMUSG00000061048.8_Cdh3	chr8	106510891	106557297	+	4384	Cdh3	ENSMUSG00000061048.8	ENSMUSG00000061048
ENSMUSG00000060019.5_Gm10073	chr8	106572966	106573461	-	496	Gm10073	ENSMUSG00000060019.5	ENSMUSG00000060019
ENSMUSG00000000303.12_Cdh1	chr8	106603351	106669362	+	4574	Cdh1	ENSMUSG00000000303.12	ENSMUSG00000000303
ENSMUSG00000041949.6_Tango6	chr8	106683068	106851439	+	7043	Tango6	ENSMUSG00000041949.6	ENSMUSG00000041949
ENSMUSG00000031910.14_Has3	chr8	106870242	106884566	+	6380	Has3	ENSMUSG00000031910.14	ENSMUSG00000031910
ENSMUSG00000046691.13_Chtf8	chr8	106883863	106893593	-	3036	Chtf8	ENSMUSG00000046691.13	ENSMUSG00000046691
ENSMUSG00000041438.8_Utp4	chr8	106893636	106923088	+	3451	Utp4	ENSMUSG00000041438.8	ENSMUSG00000041438
ENSMUSG00000041308.6_Sntb2	chr8	106935750	107019714	+	10350	Sntb2	ENSMUSG00000041308.6	ENSMUSG00000041308
ENSMUSG00000031913.9_Vps4a	chr8	107031222	107045755	+	2522	Vps4a	ENSMUSG00000031913.9	ENSMUSG00000031913
ENSMUSG00000078931.4_Pdf	chr8	107044698	107048614	-	1704	Pdf	ENSMUSG00000078931.4	ENSMUSG00000078931
ENSMUSG00000031916.17_Cog8	chr8	107046289	107056689	-	4637	Cog8	ENSMUSG00000031916.17	ENSMUSG00000031916
ENSMUSG00000031917.12_Nip7	chr8	107056877	107060931	+	3130	Nip7	ENSMUSG00000031917.12	ENSMUSG00000031917
ENSMUSG00000031919.6_Tmed6	chr8	107061476	107065644	-	871	Tmed6	ENSMUSG00000031919.6	ENSMUSG00000031919
ENSMUSG00000031921.17_Terf2	chr8	107069400	107096545	-	4597	Terf2	ENSMUSG00000031921.17	ENSMUSG00000031921
ENSMUSG00000031924.4_Cyb5b	chr8	107150640	107187471	+	4374	Cyb5b	ENSMUSG00000031924.4	ENSMUSG00000031924
ENSMUSG00000003847.16_Nfat5	chr8	107293470	107379508	+	18378	Nfat5	ENSMUSG00000003847.16	ENSMUSG00000003847
ENSMUSG00000003849.8_Nqo1	chr8	107388225	107403206	-	1553	Nqo1	ENSMUSG00000003849.8	ENSMUSG00000003849
ENSMUSG00000003848.14_Nob1	chr8	107412486	107425041	-	3486	Nob1	ENSMUSG00000003848.14	ENSMUSG00000003848
ENSMUSG00000031930.11_Wwp2	chr8	107436365	107558595	+	8871	Wwp2	ENSMUSG00000031930.11	ENSMUSG00000031930
ENSMUSG00000039067.5_Psmd7	chr8	107580381	107588464	-	2261	Psmd7	ENSMUSG00000039067.5	ENSMUSG00000039067
ENSMUSG00000038872.10_Zfhx3	chr8	107942644	108961630	+	20976	Zfhx3	ENSMUSG00000038872.10	ENSMUSG00000038872
ENSMUSG00000031727.8_Pmfbp1	chr8	109494027	109542640	+	3593	Pmfbp1	ENSMUSG00000031727.8	ENSMUSG00000031727
ENSMUSG00000037993.8_Dhx38	chr8	109548011	109565861	-	4967	Dhx38	ENSMUSG00000037993.8	ENSMUSG00000037993
ENSMUSG00000031723.8_Txnl4b	chr8	109565892	109573523	+	1892	Txnl4b	ENSMUSG00000031723.8	ENSMUSG00000031723
ENSMUSG00000031722.10_Hp	chr8	109575128	109579172	-	1606	Hp	ENSMUSG00000031722.10	ENSMUSG00000031722
ENSMUSG00000031730.18_Dhodh	chr8	109591343	109608673	-	6326	Dhodh	ENSMUSG00000031730.18	ENSMUSG00000031730
ENSMUSG00000048827.12_Pkd1l3	chr8	109614517	109674386	+	7061	Pkd1l3	ENSMUSG00000048827.12	ENSMUSG00000048827
ENSMUSG00000031729.6_Ist1	chr8	109671325	109693260	-	7006	Ist1	ENSMUSG00000031729.6	ENSMUSG00000031729
ENSMUSG00000031728.10_Zfp821	chr8	109705546	109724932	+	6649	Zfp821	ENSMUSG00000031728.10	ENSMUSG00000031728
ENSMUSG00000069895.4_Atxn1l	chr8	109726451	109737722	-	7526	Atxn1l	ENSMUSG00000069895.4	ENSMUSG00000069895
ENSMUSG00000031731.16_Ap1g1	chr8	109778554	109864203	+	7681	Ap1g1	ENSMUSG00000031731.16	ENSMUSG00000031731
ENSMUSG00000031732.12_Phlpp2	chr8	109868542	109944670	+	8449	Phlpp2	ENSMUSG00000031732.12	ENSMUSG00000031732
ENSMUSG00000001672.14_Marveld3	chr8	109947914	109962203	-	3284	Marveld3	ENSMUSG00000001672.14	ENSMUSG00000001672
ENSMUSG00000001670.13_Tat	chr8	109990437	109999803	+	2405	Tat	ENSMUSG00000001670.13	ENSMUSG00000001670
ENSMUSG00000035930.9_Chst4	chr8	110029153	110039740	-	2282	Chst4	ENSMUSG00000035930.9	ENSMUSG00000035930
ENSMUSG00000044676.10_Zfp612	chr8	110079746	110092741	+	6083	Zfp612	ENSMUSG00000044676.10	ENSMUSG00000044676
ENSMUSG00000095941.3_Gm21964	chr8	110101207	110111961	+	1847	Gm21964	ENSMUSG00000095941.3	ENSMUSG00000095941
ENSMUSG00000003657.9_Calb2	chr8	110137502	110168210	-	1743	Calb2	ENSMUSG00000003657.9	ENSMUSG00000003657
ENSMUSG00000046441.5_Cmtr2	chr8	110215665	110224486	+	4115	Cmtr2	ENSMUSG00000046441.5	ENSMUSG00000046441
ENSMUSG00000059854.8_Hydin	chr8	110266977	110610253	+	18037	Hydin	ENSMUSG00000059854.8	ENSMUSG00000059854
ENSMUSG00000010936.11_Vac14	chr8	110618585	110720396	+	6960	Vac14	ENSMUSG00000010936.11	ENSMUSG00000010936
ENSMUSG00000033763.14_Mtss1l	chr8	110721476	110741400	+	5311	Mtss1l	ENSMUSG00000033763.14	ENSMUSG00000033763
ENSMUSG00000031750.15_Il34	chr8	110741829	110805924	-	1959	Il34	ENSMUSG00000031750.15	ENSMUSG00000031750
ENSMUSG00000033732.10_Sf3b3	chr8	110810239	110846776	-	10919	Sf3b3	ENSMUSG00000033732.10	ENSMUSG00000033732
ENSMUSG00000031753.16_Cog4	chr8	110846600	110882221	+	4053	Cog4	ENSMUSG00000031753.16	ENSMUSG00000031753
ENSMUSG00000033703.9_Fuk	chr8	110882456	110902488	-	6255	Fuk	ENSMUSG00000033703.9	ENSMUSG00000033703
ENSMUSG00000031749.12_St3gal2	chr8	110919922	110972480	+	5041	St3gal2	ENSMUSG00000031749.12	ENSMUSG00000031749
ENSMUSG00000015023.7_Ddx19a	chr8	110974996	110997800	-	2957	Ddx19a	ENSMUSG00000015023.7	ENSMUSG00000015023
ENSMUSG00000033658.16_Ddx19b	chr8	111003188	111031751	-	6742	Ddx19b	ENSMUSG00000033658.16	ENSMUSG00000033658
ENSMUSG00000031960.14_Aars	chr8	111033144	111057664	+	9282	Aars	ENSMUSG00000031960.14	ENSMUSG00000031960
ENSMUSG00000109941.1_Exosc6	chr8	111056339	111057664	+	1326	Exosc6	ENSMUSG00000109941.1	ENSMUSG00000109941
ENSMUSG00000033633.14_Clec18a	chr8	111058920	111092426	-	3653	Clec18a	ENSMUSG00000033633.14	ENSMUSG00000033633
ENSMUSG00000033624.10_Pdpr	chr8	111094630	111137074	+	5028	Pdpr	ENSMUSG00000033624.10	ENSMUSG00000033624
ENSMUSG00000003316.14_Glg1	chr8	111154421	111259216	-	7090	Glg1	ENSMUSG00000003316.14	ENSMUSG00000003316
ENSMUSG00000033596.5_Rfwd3	chr8	111270944	111300222	-	6937	Rfwd3	ENSMUSG00000033596.5	ENSMUSG00000033596
ENSMUSG00000012519.14_Mlkl	chr8	111311797	111338177	-	2303	Mlkl	ENSMUSG00000012519.14	ENSMUSG00000012519
ENSMUSG00000033579.16_Fa2h	chr8	111345135	111393824	-	3008	Fa2h	ENSMUSG00000033579.16	ENSMUSG00000033579
ENSMUSG00000031959.15_Wdr59	chr8	111448797	111522092	-	8859	Wdr59	ENSMUSG00000031959.15	ENSMUSG00000031959
ENSMUSG00000033545.14_Znrf1	chr8	111536097	111626030	+	7018	Znrf1	ENSMUSG00000033545.14	ENSMUSG00000033545
ENSMUSG00000031958.16_Ldhd	chr8	111623785	111630335	-	5328	Ldhd	ENSMUSG00000031958.16	ENSMUSG00000031958
ENSMUSG00000055835.10_Zfp1	chr8	111643401	111670703	+	2040	Zfp1	ENSMUSG00000055835.10	ENSMUSG00000055835
ENSMUSG00000031957.6_Ctrb1	chr8	111686519	111691010	-	878	Ctrb1	ENSMUSG00000031957.6	ENSMUSG00000031957
ENSMUSG00000031955.10_Bcar1	chr8	111710474	111743809	-	4547	Bcar1	ENSMUSG00000031955.10	ENSMUSG00000031955
ENSMUSG00000031954.6_Cfdp1	chr8	111768491	111854291	-	1178	Cfdp1	ENSMUSG00000031954.6	ENSMUSG00000031954
ENSMUSG00000031953.2_Tmem170	chr8	111863038	111876750	-	3878	Tmem170	ENSMUSG00000031953.2	ENSMUSG00000031953
ENSMUSG00000031952.5_Chst5	chr8	111889136	111910447	-	2182	Chst5	ENSMUSG00000031952.5	ENSMUSG00000031952
ENSMUSG00000031951.8_Tmem231	chr8	111912011	111933881	-	5372	Tmem231	ENSMUSG00000031951.8	ENSMUSG00000031951
ENSMUSG00000031950.7_Gabarapl2	chr8	111940703	111952742	+	2325	Gabarapl2	ENSMUSG00000031950.7	ENSMUSG00000031950
ENSMUSG00000031949.17_Adat1	chr8	111966908	111992302	-	4399	Adat1	ENSMUSG00000031949.17	ENSMUSG00000031949
ENSMUSG00000031948.14_Kars	chr8	111993443	112011266	-	4464	Kars	ENSMUSG00000031948.14	ENSMUSG00000031948
ENSMUSG00000033430.10_Terf2ip	chr8	112011398	112020528	+	4958	Terf2ip	ENSMUSG00000033430.10	ENSMUSG00000033430
ENSMUSG00000092086.1_Gm6793	chr8	112013433	112015036	-	1604	Gm6793	ENSMUSG00000092086.1	ENSMUSG00000092086
ENSMUSG00000031772.17_Cntnap4	chr8	112570043	112882705	+	6281	Cntnap4	ENSMUSG00000031772.17	ENSMUSG00000031772
ENSMUSG00000078908.10_Mon1b	chr8	113635587	113645179	+	5120	Mon1b	ENSMUSG00000078908.10	ENSMUSG00000078908
ENSMUSG00000033409.14_Syce1l	chr8	113643213	113655487	+	1164	Syce1l	ENSMUSG00000033409.14	ENSMUSG00000033409
ENSMUSG00000053399.9_Adamts18	chr8	113697126	113848615	-	10178	Adamts18	ENSMUSG00000053399.9	ENSMUSG00000053399
ENSMUSG00000031767.13_Nudt7	chr8	114133557	114152312	+	5618	Nudt7	ENSMUSG00000031767.13	ENSMUSG00000031767
ENSMUSG00000046844.6_Vat1l	chr8	114205612	114374071	+	5462	Vat1l	ENSMUSG00000046844.6	ENSMUSG00000046844
ENSMUSG00000008874.3_Clec3a	chr8	114418086	114425846	+	591	Clec3a	ENSMUSG00000008874.3	ENSMUSG00000008874
ENSMUSG00000004637.15_Wwox	chr8	114439655	115352708	+	10173	Wwox	ENSMUSG00000004637.15	ENSMUSG00000004637
ENSMUSG00000055435.6_Maf	chr8	115682942	115707096	-	8241	Maf	ENSMUSG00000055435.6	ENSMUSG00000055435
ENSMUSG00000034467.7_Dynlrb2	chr8	116504974	116515915	+	556	Dynlrb2	ENSMUSG00000034467.7	ENSMUSG00000034467
ENSMUSG00000031758.10_Cdyl2	chr8	116574400	116732991	-	2411	Cdyl2	ENSMUSG00000031758.10	ENSMUSG00000031758
ENSMUSG00000014633.15_Cmc2	chr8	116888685	116921422	-	2043	Cmc2	ENSMUSG00000014633.15	ENSMUSG00000014633
ENSMUSG00000031756.5_Cenpn	chr8	116921730	116941503	+	3294	Cenpn	ENSMUSG00000031756.5	ENSMUSG00000031756
ENSMUSG00000047388.10_Atmin	chr8	116943393	116960445	+	4877	Atmin	ENSMUSG00000047388.10	ENSMUSG00000047388
ENSMUSG00000031847.8_1700030J22Rik	chr8	116969594	116978943	-	2996	1700030J22Rik	ENSMUSG00000031847.8	ENSMUSG00000031847
ENSMUSG00000034424.5_Gcsh	chr8	116981810	116993537	-	1579	Gcsh	ENSMUSG00000034424.5	ENSMUSG00000034424
ENSMUSG00000034416.18_Pkd1l2	chr8	116995679	117082449	-	8301	Pkd1l2	ENSMUSG00000034416.18	ENSMUSG00000034416
ENSMUSG00000031845.15_Bco1	chr8	117095854	117133720	+	2543	Bco1	ENSMUSG00000031845.15	ENSMUSG00000031845
ENSMUSG00000052557.11_Gan	chr8	117158135	117205186	+	13463	Gan	ENSMUSG00000052557.11	ENSMUSG00000052557
ENSMUSG00000034390.16_Cmip	chr8	117257064	117459430	+	6495	Cmip	ENSMUSG00000034390.16	ENSMUSG00000034390
ENSMUSG00000034330.10_Plcg2	chr8	117498291	117635142	+	4298	Plcg2	ENSMUSG00000034330.10	ENSMUSG00000034330
ENSMUSG00000034308.13_Sdr42e1	chr8	117661399	117673689	-	2957	Sdr42e1	ENSMUSG00000034308.13	ENSMUSG00000034308
ENSMUSG00000031844.8_Hsd17b2	chr8	117701904	117759027	+	1924	Hsd17b2	ENSMUSG00000031844.8	ENSMUSG00000031844
ENSMUSG00000031843.2_Mphosph6	chr8	117791645	117801943	-	2476	Mphosph6	ENSMUSG00000031843.2	ENSMUSG00000031843
ENSMUSG00000031841.19_Cdh13	chr8	118283733	119324921	+	11233	Cdh13	ENSMUSG00000031841.19	ENSMUSG00000031841
ENSMUSG00000031839.7_Hsbp1	chr8	119344488	119348922	+	1861	Hsbp1	ENSMUSG00000031839.7	ENSMUSG00000031839
ENSMUSG00000074064.6_Mlycd	chr8	119394878	119411102	+	2968	Mlycd	ENSMUSG00000074064.6	ENSMUSG00000074064
ENSMUSG00000074063.10_Osgin1	chr8	119434124	119446256	+	2674	Osgin1	ENSMUSG00000074063.10	ENSMUSG00000074063
ENSMUSG00000031837.14_Necab2	chr8	119446719	119472640	+	2096	Necab2	ENSMUSG00000031837.14	ENSMUSG00000031837
ENSMUSG00000034224.14_Slc38a8	chr8	119479602	119501698	-	3499	Slc38a8	ENSMUSG00000034224.14	ENSMUSG00000034224
ENSMUSG00000031835.16_Mbtps1	chr8	119508156	119558705	-	10539	Mbtps1	ENSMUSG00000031835.16	ENSMUSG00000031835
ENSMUSG00000034189.5_Hsdl1	chr8	119561989	119575183	-	3235	Hsdl1	ENSMUSG00000034189.5	ENSMUSG00000034189
ENSMUSG00000031831.6_Dnaaf1	chr8	119575235	119598454	+	2821	Dnaaf1	ENSMUSG00000031831.6	ENSMUSG00000031831
ENSMUSG00000031832.15_Taf1c	chr8	119597871	119605206	-	3490	Taf1c	ENSMUSG00000031832.15	ENSMUSG00000031832
ENSMUSG00000024266.8_Adad2	chr8	119612747	119616924	+	1926	Adad2	ENSMUSG00000024266.8	ENSMUSG00000024266
ENSMUSG00000045246.11_Kcng4	chr8	119623854	119635680	-	3806	Kcng4	ENSMUSG00000045246.11	ENSMUSG00000045246
ENSMUSG00000023336.6_Wfdc1	chr8	119666365	119688222	+	1539	Wfdc1	ENSMUSG00000023336.6	ENSMUSG00000023336
ENSMUSG00000034112.9_Atp2c2	chr8	119700009	119757717	+	3222	Atp2c2	ENSMUSG00000034112.9	ENSMUSG00000034112
ENSMUSG00000034105.9_Tldc1	chr8	119760076	119778416	-	4132	Tldc1	ENSMUSG00000034105.9	ENSMUSG00000034105
ENSMUSG00000031827.13_Cotl1	chr8	119809222	119840544	-	1596	Cotl1	ENSMUSG00000031827.13	ENSMUSG00000031827
ENSMUSG00000031828.9_Klhl36	chr8	119862266	119876995	+	2339	Klhl36	ENSMUSG00000031828.9	ENSMUSG00000031828
ENSMUSG00000031826.20_Usp10	chr8	119910360	119957557	+	9559	Usp10	ENSMUSG00000031826.20	ENSMUSG00000031826
ENSMUSG00000092329.1_Gm20388	chr8	119910841	124345722	+	3953	Gm20388	ENSMUSG00000092329.1	ENSMUSG00000092329
ENSMUSG00000031825.16_Crispld2	chr8	119992438	120052793	+	4777	Crispld2	ENSMUSG00000031825.16	ENSMUSG00000031825
ENSMUSG00000031823.14_Zdhhc7	chr8	120080890	120101482	-	3677	Zdhhc7	ENSMUSG00000031823.14	ENSMUSG00000031823
ENSMUSG00000031824.15_6430548M08Rik	chr8	120114152	120165306	+	6626	6430548M08Rik	ENSMUSG00000031824.15	ENSMUSG00000031824
ENSMUSG00000042269.15_Fam92b	chr8	120166397	120177466	-	1395	Fam92b	ENSMUSG00000042269.15	ENSMUSG00000042269
